no;eqrat;div;perfor;ltass;gap;dealdum;roe;bonus;optval;no_emp;no_subs;no_off;ceo_age;mktbk;cfa;linsown;linstown;dum97;dum98;dum99;dum00;d2
167;0.065744199;669699;0.000358218;18.28281403;0.323616982;1;22.63999939;5.00E+05;3913271;38054;7;1217;54;183.6999969;0.016061408;0.470003635;3.843744278;0;0;1;0;0
168;0.079470314;637099;0.000536421;18.29563522;0.349733383;1;15.39999962;1111500;5928167;42518;13;1417;53;324.2000122;0.011897167;0.405465096;3.864931345;0;1;0;0;0
169;0.076465249;519561;0.000465387;18.29890442;0.30142045;1;21.20999908;4.00E+05;3701238;36097;7;1132;55;244;0.017076023;0.678033531;3.858622313;0;0;0;1;0
170;0.095193379;531428;0.001744341;18.06280518;0.116530731;1;19.78000069;2601000;4141725;25304;4;717;52;310.2999878;0.019016238;-0.174353391;4.027135849;0;0;0;1;1
171;0.080207825;482434;0.001265177;18.10834503;0.247409493;1;17.03000069;1150000;1369500;24608;10;831;60;262;0.011699414;0.350656867;3.941581726;0;0;0;0;1
172;0.071687333;468893;0.00103215;18.1343441;0.234344035;1;19.20999908;2.00E+06;1925000;24814;7;805;61;336.3999939;0.013962374;0.223143548;3.893859148;1;0;0;0;1
173;0.078829713;500655;0.001546024;18.13868523;0.129336849;1;22.39999962;3400000;4714358;27178;4;719;63;194.6999969;0.019645317;-0.105360515;3.987130404;0;0;1;0;1
174;0.078247525;475870;0.001388435;18.162323;0.165025786;1;20.80999947;2565000;7098750;27198;4;764;62;290.6000061;0.017112078;0.048790164;3.921973229;0;1;0;0;1
175;0.084712468;54916;0;16.12743378;0.144994244;0;18.95000076;875000;1819800;3988;1;263;53;452.6000061;0.018185295;1.663926125;3.572345734;0;0;0;0;1
176;0.082673706;68295;0;16.20966339;0.202276677;0;22.62000084;937500;3405000;4099;1;324;54;540.2999878;0.020393286;1.708377838;3.569532633;1;0;0;0;1
177;0.089621067;5752;0;14.3617506;0.100929029;0;12.34000015;101381;114016;903;5;60;61;165.5;0.015201408;2.332143784;2.028148174;0;0;0;0;0
178;0.087049075;8990;0;14.78987885;0.208392993;0;15.72000027;347800;177507;1083;7;65;62;245.6000061;0.014636757;2.272125959;2.128231764;1;0;0;0;0
179;0.083723016;12227;0;14.99437904;0.148376584;0;11.89000034;137000;377021;1506;9;82;63;150.6000061;0.013185488;2.041220427;2.219203472;0;1;0;0;0
180;0.078332596;16108;0;15.12551308;0.133095935;0;13.84000015;416000;632344;1557;9;87;64;141;0.01399175;1.824549317;2.493205547;0;0;1;0;0
181;0.082655355;15653;0;15.17303181;0.125081435;0;13.98999977;320000;662281;1711;8;89;54;163.5;0.01528117;1.704748035;2.84490943;0;0;0;1;0
182;0.104342073;115515;0;16.83832359;0.100690454;0;17.21999931;608000;1142917;6549;11;414;51;424.1000061;0.016504942;0.470003635;3.517497778;0;0;0;0;1
183;0.106545277;132156;0;16.87773514;0.098644994;0;19.54999924;825000;2554125;6787;11;410;52;557.2999878;0.019086735;0.536493361;3.737669706;1;0;0;0;1
184;0.109900631;186710;0;17.18010521;0.197596669;0;16.15999985;9.00E+05;4146900;8330;12;468;53;577.7999878;0.016663324;1.078409553;3.720862389;0;1;0;0;1
185;0.098030269;248264;0;17.54335785;0.121601835;0;16.89999962;1140000;6109417;11692;12;662;54;347.5;0.016256359;1.036736846;3.804437876;0;0;1;0;1
186;0.135561913;10528;0;14.33337307;0.03059515;0;10.02000046;65000;0;845;5;39;60;152.1000061;0.01250986;2.113842964;3.148453474;0;0;0;0;0
187;0.139340475;12474;0;14.39824963;0.114504866;0;9.380000114;75000;0;883;5;46;61;184.5;0.011867531;1.603419781;3.025290966;1;0;0;0;0
188;0.132084876;16470;0;14.62405586;0.216878429;0;9.550000191;90000;98333;1093;4;59;62;201.1999969;0.011502068;1.465567589;2.862200975;0;1;0;0;0
189;0.118555985;17912;0;14.6373024;0.006680381;0;9.850000382;90000;0;1096;1;62;63;162.3000031;0.010265232;1.877937198;2.721295357;0;0;1;0;0
190;0.111900725;16893;0;14.65281773;0.023734091;0;10.42000008;1.00E+05;73333;1097;1;60;64;136.8999939;0.010189439;1.54756248;2.815408707;0;0;0;1;0
191;0.067761399;3406;0;13.8882494;0.196891531;0;13.27000046;11384;40136;385;3;31;59;147.1999969;0.011916872;2.305580616;1.223775387;0;0;1;0;0
192;0.073244855;3678;0;13.94287777;0.166353539;0;14.92000008;30940;17250;388;1;33;60;138.6000061;0.01203521;2.335052252;1.504077435;0;0;0;1;0
193;0.075127117;21434;0;15.74423218;0.26700902;0;17.67000008;6.00E+05;1733250;1872;2;72;55;310.2000122;0.018505937;2.186051369;3.19867301;0;0;0;0;0
194;0.088504717;29535;0;15.79041195;0.180929408;0;20.34000015;675000;1262667;2281;3;80;56;359.2999878;0.021938242;2.219203472;3.086486578;1;0;0;0;1
195;0.084635429;34521;0;15.93377972;0.123076737;0;16.67000008;5.00E+05;1410943;2478;2;71;57;257.3999939;0.02041235;1.987874389;3.328626633;0;1;0;0;0
196;0.084929653;37378;0;16.08986282;0.14346084;0;20.27000046;550000;828750;3864;2;79;58;152.8000031;0.020294452;1.96009481;3.411147595;0;0;1;0;0
197;0.070880324;46797;0;16.45301247;0.147967145;0;7.75;5.00E+05;749067;2992;2;81;59;148.6000061;0.01458158;1.722766638;3.487375021;0;0;0;1;1
198;0.07972528;6753;0;14.41195965;0.068967208;0;13.52999973;0;0;792;3;51;67;170.1999969;0.014647015;2.261763096;1.887069702;0;0;0;0;0
199;0.085292719;7446;0;14.43213654;0.0100412;0;10.31999969;0;0;795;3;58;68;191.1000061;0.01506099;2.251291752;2.9704144;1;0;0;0;0
200;0.079233393;8766;0;14.59304047;0.248620689;0;12.89000034;21000;150000;830;2;67;53;115.3000031;0.014655184;2.091864109;3.161246777;0;0;1;0;0
201;0.073306561;8168;0;14.62556839;0.152574316;0;8.640000343;0;0;818;2;73;69;140.5;0.013485976;2.230014324;3.015534878;0;1;0;0;0
202;0.080418222;9100;0;14.63174915;0.1536856;0;12.63000011;0;52490;795;1;65;54;104.5;0.013921021;2.123458386;3.020424843;0;0;0;1;0
203;0.100173876;36376;0;15.46953583;0.128511205;0;13.43999958;0;983333;2517;7;131;54;244.1000061;0.01581433;1.091923356;2.747270823;0;0;0;0;0
204;0.099925235;38447;0;15.48459911;0.095539033;0;16.62000084;264000;744700;2333;4;128;55;357.7999878;0.018556418;1.252762914;3.025290966;1;0;0;0;0
205;0.10781578;49322;0;15.77942181;0.09271998;0;16.12999916;350880;1360000;2635;1;166;56;250.5;0.015362808;1.252762914;3.100092173;0;1;0;0;0
206;0.082475655;68627;0;16.12873268;0.052736964;0;13.68999958;440000;1040000;3360;1;170;57;149.8000031;0.013140385;1.386294365;3.218875885;0;0;1;0;0
207;0.0895596;76162;0;16.13940811;0.089804225;0;18.53000069;0;657600;3213;1;163;58;251.6999969;0.015044902;1.383791208;3.360375404;0;0;0;1;0
208;0.088586107;12444;0;14.59528255;0.195151344;0;13.64000034;250594;104271;1237;5;87;57;217.1000061;0.013245;2.215937376;2.091864109;0;0;0;0;0
209;0.082468204;14354;0;14.60026836;0.210579976;0;16.93000031;291685;526522;1438;5;82;58;355.7000122;0.016583063;2.156402588;2.197224617;1;0;0;0;0
210;0.092419714;6607;0;13.9265852;0.091541849;0;17.72999954;170000;23725;375;2;49;45;418.3299866;0.013711232;1.96009481;1.308332801;1;0;0;0;0
211;0.071408801;30921;0;15.38727188;0.148557842;0;4.679999828;145667;39374;2271;5;62;52;342.7999878;0.007873323;2.057962418;2.708050251;0;1;0;0;0
212;0.070231661;56218;0;15.90289021;0.104303874;0;11.60000038;6.00E+05;0;2951;4;221;47;198.6000061;0.009857937;2.028148174;2.332143784;0;0;1;0;0
213;0.072696365;61377;0;15.94217014;0.133291096;0;19.78000069;277894;145631;885;3;198;48;241.1000061;0.014471785;1.449269176;2.549445152;0;0;0;1;0
214;0.114286043;16341;0;14.63163185;0.089739136;0;13.72000027;93718;11583;1151;14;87;50;201.8999939;0.013146242;2.197224617;3.632309198;0;0;0;0;0
215;0.108591408;18958;0;14.78481483;0.073543184;0;14.69999981;103058;83013;1317;14;102;51;338.2999878;0.013461118;1.998773694;3.33932209;1;0;0;0;0
216;0.10516268;20330;0;14.87020683;0.235509411;0;14.89999962;158937;194040;1338;15;106;52;284.7999878;0.014035367;1.688249111;3.575150728;0;1;0;0;0
217;0.100478269;27901;0;15.1847887;0.063973106;0;15.34000015;135580;374947;1588;14;109;54;189.5;0.014086925;1.572773933;3.577947855;0;0;0;1;0
218;0.094536416;25570;0;15.18686676;0.017455813;0;13.75;199871;347445;1646;15;117;53;222.5;0.011992814;1.558144569;3.465735912;0;0;1;0;0
219;0.101243787;16449;0;14.76387024;0.137999952;0;10.68999958;20000;124374;1154;2;82;51;152.8000031;0.009639849;2.022871256;1.774952292;0;0;0;0;0
220;0.092732124;18108;0;14.89098358;0.095252439;0;11.34000015;0;137498;1158;9;82;52;235.1999969;0.009979604;2.059238911;1.902107477;1;0;0;0;0
221;0.08660388;25981;0;15.22742367;0.042720161;0;9.130000114;0;137504;1500;2;84;54;188.8000031;0.008909548;1.983756304;2.174751759;0;1;0;0;0
222;0.066007212;30880;0;15.28412342;0.011309615;0;15.43999958;53588;141631;1453;2;94;55;197.8000031;0.010179575;1.902107477;2.646174908;0;0;1;0;0
223;0.076235645;32851;0;15.29328918;0.02254495;0;15.64999962;70684;145880;1462;2;91;56;175.6000061;0.008933658;1.983756304;2.587764025;0;0;0;1;0
224;0.117835879;10380;0;14.21826839;0.153990284;0;13.75;0;216160;586;1;35;64;215.1000061;0.014296649;2.121063232;1.704748035;0;0;0;0;0
225;0.13545759;15689;0;14.46798706;0.259246647;0;13.71000004;0;203750;664;1;38;52;290.8999939;0.014467599;2.23857975;2.912350655;1;0;0;0;0
226;0.125452071;18253;0;14.54287148;0.219120398;0;14.78999996;60000;231250;665;1;38;53;278.5;0.017260732;2.14710021;2.960105181;0;1;0;0;0
227;0.109248869;20563;0;14.60126972;0.196864456;0;16.59000015;74000;190625;662;1;37;54;197.1000061;0.013710118;2.125847817;2.995732307;0;0;1;0;0
228;0.119940579;22666;0;14.65288544;0.184130251;0;17.70000076;67500;165108;662;1;39;55;214;0.013868365;2.125847817;3.091042519;0;0;0;1;0
229;0.072021894;5048;0;13.86832619;0.080798872;0;19.76000023;39061;198381;337;1;21;58;202;0.015006142;2.564949274;3.030133724;0;0;0;1;0
230;0.075295381;5704;0;14.34393978;0.017573895;0;14.06000042;94837;0;625;2;41;49;177.6999969;0.014628602;2.230014324;2.827313662;0;0;0;0;0
231;0.079596363;6371;0;14.37187862;0.030470796;0;15.39000034;160920;74655;635;1;39;50;228.5;0.015187528;2.141242027;2.939162016;1;0;0;0;0
232;0.066884257;7802;0;14.61663437;0.176241666;0;12.36999989;140250;120760;618;1;51;52;228.1000061;0.010327449;2.271094322;2.995732307;0;1;0;0;0
233;0.105788134;47861;0;15.92403221;0.034630653;0;13.38000011;269960;156250;4895;18;355;57;202.8999939;0.016025389;0.993251801;3.346389055;0;0;0;0;0
234;0.112205587;53710;0;16.01402664;0.059265371;0;13.10000038;346944;523100;5132;16;385;58;285.6000061;0.01537512;0.993251801;3.254242897;1;0;0;0;0
235;0.109025329;67712;0;16.06171799;0.052866895;0;14.64000034;455265;427500;5117;10;394;59;144.1000061;0.016331576;0.940007269;3.317815781;0;0;1;0;0
236;0.104314528;69202;0;16.06853485;0.001457578;0;14.35999966;450692;454380;4887;9;376;60;210.1999969;0.014860028;1.050821662;3.299533844;0;0;0;1;0
237;0.103539936;61209;0;16.07358933;0.047342226;0;12.81000042;222360;371875;5165;15;390;59;253;0.015035084;0.993251801;3.277144671;0;1;0;0;0
238;0.078639649;48273;0;16.27947044;0.300722987;1;14.35000038;218650;198958;4333;1;239;59;208.8999939;0.018265531;2.001480103;3.779633761;0;0;0;0;0
239;0.082477674;96329;0;17.03332901;0.365081787;1;16.45999908;1472271;935579;8215;1;381;57;301.5;0.017070919;1.19088757;3.817712307;1;0;0;0;0
240;0.07809297;17146;0;15.31688309;0.146564841;0;13.52999973;164400;0;1946;2;155;60;309.7000122;0.012128989;1.545432568;2.44234705;0;0;0;0;0
241;0.125941023;46579;0;15.70902634;0.324646175;0;14.47999954;219400;0;2813;21;164;65;217.8000031;0.017308975;0.182321563;3.577947855;0;0;0;0;0
242;0.130469561;55277;0;15.78550911;0.326357275;0;14.89999962;414400;0;2889;21;173;66;269.5;0.01717162;0.095310181;3.660994291;1;0;0;0;0
243;0.131404921;61538;0;15.84491634;0.312619805;0;15.21000004;510000;0;2804;22;179;67;279;0.016763775;0.336472243;3.634951115;0;1;0;0;0
244;0.123373911;65113;0;15.88174343;0.312787265;0;16.22999954;442000;0;2796;22;183;68;180.1000061;0.01743364;0.13976194;3.634951115;0;0;1;0;0
245;0.131270647;70641;0;16.00582504;0.287119985;0;16.62000084;306000;0;2979;21;194;47;234.5;0.017501283;-0.094310679;3.68887949;0;0;0;1;0
246;0.071421072;610843;0.003959995;18.75806236;0.255497783;1;16.31999969;2050000;1950000;44333;12;1908;55;265.6000061;0.014430169;0.148420006;3.763523102;0;0;0;0;1
247;0.076504074;749294;0.005491217;18.87350082;0.227558494;1;17.12000084;2050000;0;47096;6;2175;56;278.6000061;0.018509513;0.131028265;3.906004906;1;0;0;0;1
248;0.072349533;1524232;0.017631551;19.28510094;0.220058098;1;17.92000008;1500000;14154;71486;5;2400;57;306.3999939;0.014079541;0.131028265;3.939638138;0;1;0;0;1
249;0.066037215;1817000;0.016943565;19.34899521;0.10462644;1;20.22999954;0;4719644;71659;5;2318;58;187.3999939;0.013583692;-0.186329573;3.841600657;0;0;1;0;1
250;0.060380846;1888000;0.018069886;19.35351372;0.098237403;1;0.889999986;0;4656020;71262;4;2193;50;212.3000031;0.005815006;0.095310181;3.830812931;0;0;0;1;0
251;0.073787592;706706;0.009243331;19.04014969;0.245225191;1;17.90999985;3100000;0;62971;6;1979;61;267.5;0.017398555;1.261297822;4.036008835;0;0;0;0;0
252;0.080650076;984893;0.01218658;19.39358711;0.227697849;1;14.10999966;3500000;3268750;102000;1;2594;62;231.1999969;0.015569408;1.261297822;3.901972771;1;0;0;0;1
253;0.074371964;2579000;0.079070739;20.24147987;0.266204625;1;11.56000042;2500000;3933333;170975;3;4708;63;258.5;0.013804905;1.172482133;3.983412981;0;1;0;0;1
254;0.070240006;3193000;0.055889033;20.26530838;0.244994268;1;16.93000031;2500000;34766668;155906;2;4535;64;162.1999969;0.014978485;0.457424849;3.985273361;0;0;1;0;1
255;0.074164853;3382000;0.017581696;20.28039551;0.236020118;1;15.94999981;2500000;0;142724;2;4390;65;178.1000061;0.014822693;0.300104588;3.956996441;0;0;0;1;1
256;0.076690234;163981;0;17.18891144;0.172325283;1;17.01000023;509364;445673;9800;5;506;49;376.1000061;0.015095999;0.932164073;2.639057398;1;0;0;0;1
257;0.080126926;196854;0;17.35435867;0.157854125;1;19.72999954;587867;1906665;10946;4;534;50;412.7000122;0.015681746;0.678033531;2.980618715;0;1;0;0;1
258;0.073576026;258712;0;17.58783531;0.164632455;1;19.15999985;685238;1963892;13693;10;655;51;233.6000061;0.015004923;0.536493361;3.015534878;0;0;1;0;1
259;0.080652282;359016;0;17.89879799;0.15745905;1;14.55000019;906090;1799831;17500;17;854;52;299.6000061;0.011119135;0.3852624;3.194583178;0;0;0;1;1
260;0.100159235;14087;0;14.64996719;0.126039147;0;12.89000034;2.00E+05;50000;1119;11;96;77;192.1000061;0.012298779;1.998773694;2.240709782;0;0;0;0;0
261;0.098357692;14765;0;14.7396183;0.056816503;0;13.09000015;225000;71267;1239;11;108;78;287.7999878;0.013442107;1.944480538;2.322387695;1;0;0;0;0
262;0.099411197;16359;0;14.87609386;0.088782586;0;13.10999966;225000;114533;1386;9;119;80;207.1000061;0.013710612;1.879465103;2.341805697;0;1;0;0;0
263;0.098973818;20386;0;14.89591789;0.068020083;0;13.98999977;250000;96867;1576;10;128;81;177.3000031;0.013874292;1.774952292;2.47653842;0;0;1;0;0
264;0.095449001;24413;0;15.08417988;0.015970219;0;14.81000042;2.00E+05;45967;1529;10;159;63;278;0.012785287;1.708377838;2.602689743;0;0;0;1;0
265;0.084165804;5562;0;14.06925106;0.15092288;0;15.01000023;87302;0;551;8;35;45;209.1999969;0.014672143;1.19392252;3.16547513;0;0;0;0;0
266;0.074954122;6723;0;14.35574532;0.046441119;0;13.97999954;94988;227962;598;10;40;45;287.2000122;0.011883524;1.291983724;3.152735949;1;0;0;0;0
267;0.080191597;51282;0;16.17220116;0.007168749;0;13.75;162500;212100;182;1;244;53;210.3999939;0.014345645;1.172482133;3.589059115;0;0;0;0;1
268;0.094509959;13065;0;14.58646297;0.157572419;0;12.19999981;54442;74477;1198;1;95;53;197.8000031;0.013983555;1.627277851;3.039749146;0;0;0;0;0
269;0.082946517;4549;0.059267279;15.45122814;0.257703513;1;16.47999954;0;5022667;1519;1;57;72;190.6999969;0.015559291;3.591817856;3.421000004;0;0;0;0;1
270;0.071374722;6123;0.09155605;15.52068424;0.154346883;0;13.56999969;0;11643760;1598;1;54;74;145;0.017153975;3.637586117;3.671224594;0;1;0;0;1
271;0.068907358;5667;0.074704379;15.53011894;0.142432958;0;6.059999943;1200000;2004816;1558;1;51;31;120.0999985;0.015618864;3.824284077;3.566711903;0;0;0;1;1
272;0.057924215;5706;0.088476509;15.57857132;0.100655273;0;9.140000343;0;6500000;1589;1;53;75;100.0999985;0.014306233;3.781914234;3.465735912;0;0;1;0;1
273;0.079376727;6079;0.071210675;15.57942581;0.236833736;1;11.68999958;0;3416667;1580;1;55;73;224;0.011682987;3.666122437;3.295836926;1;0;0;0;1
274;0.09259069;22009;0;15.3377037;0.109693594;0;13.88000011;180960;183600;1902;11;103;57;235.3999939;0.012791057;2.879198551;3.54385376;1;0;0;0;0
275;0.099861659;30601;0;15.60118198;0.088116869;0;13.07999992;160000;229320;2241;9;125;58;194.3999939;0.012185298;2.721295357;3.411147595;0;1;0;0;0
276;0.084873736;33604;0;15.7000103;0.074159421;0;14.14999962;301813;227460;2296;9;123;59;167.5;0.01202313;2.546315193;3.380994558;0;0;1;0;0
277;0.076466791;10559;0;15.90110016;0.044823196;0;11.35000038;0;0;3952;3;312;69;140.3999939;0.014026745;4.149148464;2.151762247;0;0;0;0;0
278;0.06721402;11384;0;16.00728798;0.035930518;0;11.03999996;0;0;4129;6;340;70;197;0.013771813;4.035125256;2.370243788;1;0;0;0;0
279;0.068786554;10661;0;16.07787704;0.089088798;0;11.28999996;0;0;4486;3;374;71;126.1999969;0.015082991;4.138998985;2.59525466;0;1;0;0;0
280;0.074994266;10619;0;16.08943939;0.098799966;0;11.78999996;0;0;4652;3;373;72;89.69999695;0.015501821;3.775057077;2.797281265;0;0;1;0;0
281;0.075828381;10546;0;16.18497086;0.124353685;0;12.88000011;0;0;4575;2;390;73;114.8000031;0.016390504;3.775057077;2.815408707;0;0;0;1;0
282;0.095499471;36750;0;15.78047943;0.118653804;0;14.93000031;312464;367068;2643;2;199;57;334.8999939;0.014415765;1.078409553;3.401197434;1;0;0;0;0
283;0.088904865;40398;0;15.8615799;0.207925424;0;17.87000084;340890;643270;2740;2;201;58;325.5;0.016332688;1.156881213;3.538056612;0;1;0;0;0
284;0.131933957;11057;0;14.43842697;0.018237388;0;3.680000067;50000;0;442;2;32;58;137.6999969;0.003625915;2.08567214;1.840549588;0;1;0;0;0
285;0.120208032;12117;0;14.45436859;0.000939653;0;11.34000015;120375;203163;583;1;33;59;103.6999969;0.012882222;1.65057981;2.517696381;0;0;1;0;0
286;0.105479576;20294;0;14.89126301;0.040254101;0;8.289999962;33750;176461;852;1;54;53;160.8999939;0.007887598;1.570697069;2.541601896;0;0;0;1;0
287;0.111099124;18229;0;14.66003799;0.162667811;0;11.97999954;156000;126081;893;2;45;50;201.3999939;0.010380867;3.201933146;2.901421547;0;0;0;0;0
288;0.103503607;20344;0;14.80868435;0.178094968;0;15.27999973;140400;205333;972;2;53;51;260.2999878;0.012387631;3.273364067;2.923161507;1;0;0;0;0
289;0.092281155;28317;0;15.33456421;0.226310164;0;10.77000046;0;90000;1452;2;79;52;254.1000061;0.011200335;3.177220106;3.126760483;0;1;0;0;0
290;0.08785113;35285;0;15.40567303;0.052286584;0;14.40999985;3.00E+05;153504;1253;2;73;64;213.1999969;0.010443982;2.865053892;3.295836926;0;0;0;1;0
291;0.078105643;35367;0;15.43868542;0.128537864;0;16.72999954;250000;205000;1387;2;78;53;189.1000061;0.012779829;2.892591476;3.169685602;0;0;1;0;0
292;0.11175549;6935;0;13.83558846;0.023891456;0;12.36999989;36592;38000;419;5;22;59;230;0.013221848;2.511224031;1.52605629;1;0;0;0;0
293;0.075606942;3540;0;13.86412048;0.118493713;0;13.31000042;90444;122500;711;9;37;44;234;0.013783434;2.306577206;1.589235187;0;0;0;0;0
294;0.083820656;4486;0;14.05267334;0.114398569;0;13.5;107691;0;1136;10;43;45;283.7999878;0.014507982;2.484072924;1.308332801;1;0;0;0;0
295;0.081322499;12239;0;14.81098366;0.097492836;0;2.220000029;0;369075;1833;11;63;46;199.6999969;0.009665913;2.501435995;1.458615065;0;1;0;0;0
296;0.071081631;13471;0;14.84268761;0.019502938;0;4.610000134;0;0;1575;3;65;47;105.5;0.012611481;2.051556349;1.931521416;0;0;1;0;0
297;0.092916347;3640;0;13.82134438;0.165250123;0;9.479999542;72560;29130;490;1;31;48;162.5;0.012068388;2.186051369;1.667706847;0;0;0;0;0
298;0.097417444;5138;0;13.85827732;0.133313984;0;12.64000034;88000;38298;499;2;32;49;228.8999939;0.014249387;1.974081039;1.19392252;1;0;0;0;0
299;0.09042944;9190;0;14.18479347;0.20100753;0;12.64000034;58080;42741;620;2;32;50;192.8999939;0.010249555;1.740466118;2.208274365;0;1;0;0;0
300;0.083479315;10646;0;14.35947418;0.013602101;0;8.800000191;0;130159;803;2;53;51;134.8999939;0.007561431;1.252762914;1.791759491;0;0;1;0;0
301;0.088030376;12332;0;14.40065193;0.09377221;0;12.97999954;85637;90218;770;2;54;52;146.3000031;0.010885429;1.342864752;2.140066147;0;0;0;1;0
302;0.071832381;2479;0;13.83020878;0.196214646;0;11.32999992;217755;0;401;1;28;53;266;0.012491046;2.988204002;-1.203972817;0;1;0;0;0
303;0.081293821;199360;0;17.54014397;0.326926172;1;16.97999954;1700000;2045867;19791;4;622;61;269.2999878;0.019946894;0.688134611;3.772760868;0;0;0;0;0
304;0.083649173;86985;0;16.76584244;0.103566937;0;15.18999958;630000;1075000;8150;9;377;64;238;0.012760012;1.37371552;3.131136894;0;0;0;0;1
305;0.081955954;108980;0;16.96568108;0.014063302;0;16.29000092;661500;1333000;9227;9;435;57;294.8999939;0.013516945;1.355835199;3.135494232;1;0;0;0;1
306;0.076657318;170059;0;17.48266602;0.136023954;0;14.61999989;0;0;14632;9;713;58;318.7000122;0.011527899;1.297463179;2.980618715;0;1;0;0;1
307;0.07127285;221928;0;17.57683373;0.010452636;0;17.12999916;0;0;14606;3;753;59;137.1999969;0.013050663;1.353254557;3.21486783;0;0;1;0;1
308;0.078751005;238448;0;17.59764862;0.036400158;1;16.30999947;459225;669667;14390;1;729;60;198.6999969;0.013039766;0.920282781;3.202746391;0;0;0;1;1
309;0.083531566;35694;0;16.15729141;0.230742291;1;14.64000034;321750;666500;4095;15;171;52;227.6999969;0.01242944;1.945910096;3.427514792;0;0;0;0;0
310;0.083589919;44393;0;16.2016449;0.204251066;1;16.47999954;0;713454;4103;15;169;53;302.5;0.014386931;1.945910096;3.62966013;1;0;0;0;0
311;0.085891068;93997;0;16.8466835;0.189701125;1;12.60999966;441482;1486890;7195;12;379;54;280.2000122;0.012482665;1.398716927;3.363841534;0;1;0;0;0
312;0.067562714;50454;0;16.29088593;0.229946464;1;17.12999916;337000;0;4758;4;208;54;235.8999939;0.011802708;2.041220427;3.342861891;0;0;0;0;1
313;0.071055323;61558;0;16.418993;0.110843606;1;17.30999947;404441;0;78;3;223;55;337.7999878;0.012952537;1.740466118;3.462605953;1;0;0;0;0
314;0.069138154;75238;0;16.66625977;0.127429321;1;16.12000084;492090;771460;5900;3;279;56;239.5;0.012182141;1.667706847;3.299533844;0;1;0;0;0
315;0.065657817;90893;0;16.71796227;0.143820941;1;18.17000008;228479;789360;6461;2;398;57;151.5;0.012543774;1.360976577;3.33220458;0;0;1;0;0
316;0.073936239;106031;0;16.81241608;0.146566957;1;18.19000053;222898;757350;6717;2;340;58;181.8000031;0.013550081;1.757857919;3.335769653;0;0;0;1;0
317;0.075695425;91378;1.10E-05;16.73003578;0.212898761;1;13.22999954;720000;427302;6118;5;273;49;217.3000031;0.014211226;0.641853869;3.686376333;0;0;0;0;0
318;0.074246429;93307;1.23E-05;16.74175262;0.066970713;1;16.51000023;9.00E+05;0;5991;1;275;50;327.7999878;0.016542342;0.336472243;3.737669706;1;0;0;0;0
319;0.071670353;101563;1.57E-05;16.80720329;0.004042245;1;18.55999947;1092000;0;6252;1;275;51;416.7000122;0.016554732;0.336472243;3.770459414;0;1;0;0;0
320;0.072197631;307221;9.56E-06;17.47825432;0.002690788;1;11.56999969;810000;4734650;12296;1;575;53;229.1999969;0.010810449;0.262364268;3.478158474;0;0;0;1;0
321;0.068142824;257700;8.60E-06;17.58658028;0.004323949;1;10.68999958;1183750;3291733;13308;1;660;52;176.1000061;0.010192299;0.262364268;3.523415089;0;0;1;0;0
322;0.097583555;62948;0;16.04125023;0.209541753;0;19.79999924;462094;3283063;7741;34;227;56;634.7000122;0.030247299;2.806990147;3.222867727;1;0;0;0;0
323;0.101981334;77696;0;16.16669655;0.179660156;0;19.18000031;476438;1471564;8708;36;234;57;606.0999756;0.028806796;2.806990147;3.363841534;0;1;0;0;0
324;0.097765915;99320;0;16.34499168;0.049592648;0;19.32999992;492000;4479830;9221;38;241;58;343.3999939;0.030396029;2.734367609;3.411147595;0;0;1;0;0
325;0.09506052;125407;0;16.51741409;0.113260567;0;20.13999939;0;6570729;9672;39;238;59;558.2000122;0.028418191;2.727852821;3.549617291;0;0;0;1;0
326;0.100613035;36423;0;16.04625511;0.055693388;1;13.48999977;250000;424458;4419;2;199;49;218.5;0.012341304;1.848454833;3.40452528;0;0;0;0;1
327;0.095283531;42737;0;16.21549797;0.128472298;1;13.85000038;1049551;559917;4439;2;204;50;280.6000061;0.013336614;2.074429035;3.577947855;1;0;0;0;1
328;0.094072588;57048;1.47E-05;16.45539093;0.136667371;1;14.80000019;606159;914050;5041;2;238;52;200.6999969;0.014644224;1.850028396;3.303216934;0;1;0;0;1
329;0.0898197;68122;0;16.54429054;0.108514465;1;13.35000038;150000;938817;5211;1;250;52;110.5;0.016633866;1.757857919;3.411147595;0;0;1;0;1
330;0.088612221;76795;0;16.63080215;0.072758816;1;12;153000;172364;5366;1;218;54;157.1999969;0.016395271;1.589235187;3.563883066;0;0;0;1;1
331;0.065955944;82546;0;17.08193779;0.20652616;0;15.92000008;870000;631250;9102;10;511;60;230.6000061;0.013234938;1.199964762;3.650658131;0;0;0;0;0
332;0.071009167;99581;0;17.24647522;0.201227322;1;15.72000027;1706060;1091250;10311;1;540;61;298.5;0.013059476;1.147402406;3.747148275;1;0;0;0;0
333;0.071806848;124119;0;17.45661163;0.141116932;1;14.47000027;1797672;12808214;12027;1;616;62;246.8999939;0.012399271;1.147402406;3.744786978;0;1;0;0;0
334;0.067666642;147443;0;17.5827961;0.120805815;1;15.75;1856400;6604932;12357;1;623;64;122.9000015;0.013561325;1.220829964;3.850147486;0;0;1;0;0
335;0.074257292;168120;0;17.62542343;0.090544052;1;15.72000027;1436667;2205817;12188;1;638;65;232;0.012731898;1.208960295;3.81551218;0;0;0;1;1
